"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"196","#TraficoGT 

Inicia Antes de llegar al Mirador de San Lucas.

#SaleAntiguazo",FALSE,4,NA,2019-10-18 23:07:54,FALSE,NA,"1185331700655632386",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alx9",1,FALSE,FALSE,NA,NA
"197","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 23:05:18,FALSE,NA,"1185331046042210304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","less_rodri",28,TRUE,FALSE,NA,NA
"198","RT @amilcarmontejo: Dormido.

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona 1, blo…",FALSE,0,NA,2019-10-18 23:05:06,FALSE,NA,"1185330997598048256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jopi_Mos",10,TRUE,FALSE,NA,NA
"199","Un taxi, número 13064, amenazó otro taxi con machete por #eltrebol en #zona7 de #guatemala. 

#traficogt https://t.co/dqJbgqweC8",FALSE,0,NA,2019-10-18 23:01:32,FALSE,NA,"1185330098788012032",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","deGuateNews",0,FALSE,FALSE,NA,NA
"200","@amilcarmontejo #TraficoGT | Precaución, emulsión asfáltica se derrama de un tráiler cisterna, involucrado en la co… https://t.co/iCSzwv4gK2",FALSE,0,"RadioPuntoGT",2019-10-18 22:51:40,TRUE,"1185322221033656320","1185327615906844674","299809292","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RadioPuntoGT",0,FALSE,FALSE,NA,NA
"201","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:50:01,FALSE,NA,"1185327200884707330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EddyPineda1",28,TRUE,FALSE,NA,NA
"202","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:50:00,FALSE,NA,"1185327196287713281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mecklerh",28,TRUE,FALSE,NA,NA
"203","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:46:21,FALSE,NA,"1185326277172977664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tercoguerrero",28,TRUE,FALSE,NA,NA
"204","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:45:11,FALSE,NA,"1185325985807421440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ana78419017",28,TRUE,FALSE,NA,NA
"205","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:44:59,FALSE,NA,"1185325933969981440",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MonitoringGuate",28,TRUE,FALSE,NA,NA
"206","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:43:02,FALSE,NA,"1185325442401820673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ovidioguzmatiul",28,TRUE,FALSE,NA,NA
"207","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:42:40,FALSE,NA,"1185325350592679937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PrezOrtiz7",28,TRUE,FALSE,NA,NA
"208","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:41:35,FALSE,NA,"1185325079607029760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VictorP11869364",28,TRUE,FALSE,NA,NA
"209","RT @amilcarmontejo: #UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60 #Trafic…",FALSE,0,NA,2019-10-18 22:40:48,FALSE,NA,"1185324881598173185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emaroquin",28,TRUE,FALSE,NA,NA
"210","#UrgenteGT.

Emulsión asfáltica se derrama desde cisterna involucrado en colisión de transporte pesado en km 60… https://t.co/WOaNUJQOS7",FALSE,31,NA,2019-10-18 22:39:13,TRUE,NA,"1185324483948744704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",28,FALSE,FALSE,NA,NA
"211","RT @cadenainfogt: SE QUEDÓ DORMIDO:

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona…",FALSE,0,NA,2019-10-18 22:39:13,FALSE,NA,"1185324482103332865",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MonitoringGuate",1,TRUE,FALSE,NA,NA
"212","RT @amilcarmontejo: #AlertaGT.

Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia e…",FALSE,0,NA,2019-10-18 22:39:11,FALSE,NA,"1185324475065262081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alx9",6,TRUE,FALSE,NA,NA
"213","#TraficoGT | Precaución, reportan una múltiple colisión vehicular de transporte pesado sobre el kilómetro 60 ruta a… https://t.co/WkT2HmKH6H",FALSE,1,NA,2019-10-18 22:30:14,TRUE,NA,"1185322221033656320",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RadioPuntoGT",0,FALSE,FALSE,NA,NA
"214","RT @Guatevision_tv: [#TRÁFICOGT] @SantosDalia reporta fuerte accidente de #TráficoGT sobre el km 15 de la ruta al Pacífico, carriles con di…",FALSE,0,NA,2019-10-18 22:29:25,FALSE,NA,"1185322014430715905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PinEstrada2",5,TRUE,FALSE,NA,NA
"215","RT @amilcarmontejo: #AlertaGT.

Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia e…",FALSE,0,NA,2019-10-18 22:19:16,FALSE,NA,"1185319463475974146",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yantarnigt",6,TRUE,FALSE,NA,NA
"216","SE QUEDÓ DORMIDO:

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle… https://t.co/hSw1H0nY5N",FALSE,1,NA,2019-10-18 22:17:12,TRUE,NA,"1185318942346285057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cadenainfogt",1,FALSE,FALSE,NA,NA
"217","RT @GtLiberal: Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia el sur.

Como medi…",FALSE,0,NA,2019-10-18 22:10:55,FALSE,NA,"1185317360737144833",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MonitoringGuate",1,TRUE,FALSE,NA,NA
"218","Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia el sur.… https://t.co/3Gq3eJ9Ctn",FALSE,0,NA,2019-10-18 22:09:30,TRUE,NA,"1185317003130802176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GtLiberal",1,FALSE,FALSE,NA,NA
"219","RT @amilcarmontejo: #AlertaGT.

Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia e…",FALSE,0,NA,2019-10-18 22:09:01,FALSE,NA,"1185316883685367809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JosePaRodriguez",6,TRUE,FALSE,NA,NA
"220","RT @amilcarmontejo: Dormido.

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona 1, blo…",FALSE,0,NA,2019-10-18 22:02:15,FALSE,NA,"1185315180303081479",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ricardo_2517",10,TRUE,FALSE,NA,NA
"221","RT @amilcarmontejo: #AlertaGT.

Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia e…",FALSE,0,NA,2019-10-18 21:59:57,FALSE,NA,"1185314600138498048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rl_ricci",6,TRUE,FALSE,NA,NA
"222","URGENTE:
Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia… https://t.co/Wqsy33KV5g",FALSE,0,NA,2019-10-18 21:56:51,TRUE,NA,"1185313819012321280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cadenainfogt",1,FALSE,FALSE,NA,NA
"223","RT @amilcarmontejo: #AlertaGT.

Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hacia e…",FALSE,0,NA,2019-10-18 21:54:23,FALSE,NA,"1185313200268599297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","StraVenadita",6,TRUE,FALSE,NA,NA
"224","#AlertaGT.

Múltiple colisión de transporte pesado en km 60 de ruta El Pacífico, afecta #TransitoGT de viajeros hac… https://t.co/wZOPuEl86P",FALSE,20,NA,2019-10-18 21:52:14,TRUE,NA,"1185312658431586308",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",6,FALSE,FALSE,NA,NA
"225","Hasta cuando van a permitir esto frente a Claro de La Reforma siempre se paran a comer shukos @amilcarmontejo… https://t.co/kxY079L3RS",FALSE,1,NA,2019-10-18 21:17:17,TRUE,NA,"1185303862523187202",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoseVilledaGt",0,FALSE,FALSE,NA,NA
"226","#TráficoGT | Poca visibilidad en el km 177 de la ruta Interamericana por niebla. 
Vía: @Provial 

https://t.co/KygPjWfCXw",FALSE,0,NA,2019-10-18 21:10:02,FALSE,NA,"1185302039431204864",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",1,FALSE,FALSE,NA,NA
"227","#TráficoGT | ⚠️ Precaución en el km 177 de la ruta Interamericana. @Provial reporta poca visibilidad por niebla. 

https://t.co/6nJPGQTPTK",FALSE,4,NA,2019-10-18 21:08:51,FALSE,NA,"1185301740574466048",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",0,FALSE,FALSE,NA,NA
"228","RT @amilcarmontejo: Dormido.

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona 1, blo…",FALSE,0,NA,2019-10-18 21:06:54,FALSE,NA,"1185301249438244864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rl_ricci",10,TRUE,FALSE,NA,NA
"229","RT @prensa_libre: #TráficoGT | @PMT_VILLANUEVA informa que no se habilitarán carriles reversibles el lunes 21 de octubre por el asueto naci…",FALSE,0,NA,2019-10-18 20:56:35,FALSE,NA,"1185298652392280067",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","assilemIn",7,TRUE,FALSE,NA,NA
"230","RT @prensa_libre: #TráficoGT | @PMT_VILLANUEVA informa que no se habilitarán carriles reversibles el lunes 21 de octubre por el asueto naci…",FALSE,0,NA,2019-10-18 20:53:55,FALSE,NA,"1185297983727980544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SantosDalia",7,TRUE,FALSE,NA,NA
"231","#TráficoGT | @PMT_VILLANUEVA informa que no se habilitarán carriles reversibles el lunes 21 de octubre por el asuet… https://t.co/FXRMcSvxgW",FALSE,43,NA,2019-10-18 20:52:51,TRUE,NA,"1185297712310378496",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",7,FALSE,FALSE,NA,NA
"232","#FrenemosLosAccidentes | Un vehículo particular y un camión chocaron en el km 13 de la calzada Roosevelt hacia Mixc… https://t.co/eAxWFeoZUg",FALSE,9,NA,2019-10-18 20:45:41,TRUE,NA,"1185295912744214531",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",2,FALSE,FALSE,NA,NA
"233","RT @muniantigua: #Tráficogt #ObrasPúblicas #PMTAntigua #TómeloenCuenta

TRAFICO: Debido a que es necesaria la pronta intervención por parte…",FALSE,0,NA,2019-10-18 19:53:12,FALSE,NA,"1185282701454127105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","diaz_omr",1,TRUE,FALSE,NA,NA
"234","RT @amilcarmontejo: Dormido.

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona 1, blo…",FALSE,0,NA,2019-10-18 19:36:26,FALSE,NA,"1185278483448172545",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ElPopularGT",10,TRUE,FALSE,NA,NA
"235","RT @amilcarmontejo: Dormido.

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona 1, blo…",FALSE,0,NA,2019-10-18 19:36:24,FALSE,NA,"1185278472899452929",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PublinewsGT",10,TRUE,FALSE,NA,NA
"236","[#TRÁFICOGT] Conductor de taxi (inscrito en Chinautla) detuvo su vehículo sobre la avenida Bolívar y 25 calle de la… https://t.co/6PbD3vioTZ",FALSE,1,NA,2019-10-18 19:27:50,TRUE,NA,"1185276319422144512",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",1,FALSE,FALSE,NA,NA
"237","Dormido.

Conductor de taxi (inscrito en Chinautla) detuvo su carro en avenida Bolivar 25 calle #TransitoGT zona 1,… https://t.co/YcjcypuQm8",FALSE,38,NA,2019-10-18 19:23:15,TRUE,NA,"1185275166122807298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",10,FALSE,FALSE,NA,NA
"238","RT @TemibleR: Hay una baia de parqueos en la 10 calle y quinta avenida, esta bahia de parqueos tiene exclusividad para los buses del Liceo…",FALSE,0,NA,2019-10-18 19:22:09,FALSE,NA,"1185274888082411520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TransitoCa",1,TRUE,FALSE,NA,NA
"239","Hay una baia de parqueos en la 10 calle y quinta avenida, esta bahia de parqueos tiene exclusividad para los buses… https://t.co/qI9YTto7fj",FALSE,1,NA,2019-10-18 19:09:43,TRUE,NA,"1185271759999774725",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TemibleR",1,FALSE,FALSE,NA,NA
"240","RT @Guatevision_tv: [#TRÁFICOGT] @SantosDalia reporta fuerte accidente de #TráficoGT sobre el km 15 de la ruta al Pacífico, carriles con di…",FALSE,0,NA,2019-10-18 19:06:40,FALSE,NA,"1185270992278642693",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karlosenrikeya1",5,TRUE,FALSE,NA,NA
"241","@darodriguez88 @amilcarmontejo Trato diferente para ciertos ciudadanos? O es carro para discapacidad? No veo el rót… https://t.co/09Aln0qhtd",FALSE,2,"darodriguez88",2019-10-18 18:45:38,TRUE,"1185261381911810050","1185265697728819200","512680962","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Donnerorlando27",0,FALSE,FALSE,NA,NA
"242","RT @muniguate: ¡Más Señalización! 
Personal municipal continúa la ejecución del #PlanVisiónFutura,, con la señalización escolar en escuela…",FALSE,0,NA,2019-10-18 18:04:03,FALSE,NA,"1185255235708768256",NA,"<a href=""https://noticiasguatemala2.com"" rel=""nofollow"">Pota APP</a>","NoticiasGT_",1,TRUE,FALSE,NA,NA
"243","¡Más Señalización! 
Personal municipal continúa la ejecución del #PlanVisiónFutura,, con la señalización escolar en… https://t.co/Bbmc0E3Qn0",FALSE,2,NA,2019-10-18 18:00:01,TRUE,NA,"1185254218170621952",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","muniguate",1,FALSE,FALSE,NA,NA
"244","RT @Guatevision_tv: @SantosDalia [#TRÁFICOGT] Se registra otro accidente de tránsito sobre el km 15 de la ruta al Pacífico. https://t.co/fP…",FALSE,0,NA,2019-10-18 17:46:53,FALSE,NA,"1185250915047170053",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SantosDalia",2,TRUE,FALSE,NA,NA
"245","RT @amilcarmontejo: Villa Nueva, Guatemala.

Retiran camión colisionado en Bajada Villalobos. Dos gruas accionaron para habilitar #TraficoG…",FALSE,0,NA,2019-10-18 17:35:17,FALSE,NA,"1185247996361039873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Luisa36956804",18,TRUE,FALSE,NA,NA
"246","#FrenemosLosAccidentes | Una mujer resulta lesionada luego de un accidente de #TráficoGT sobre el km 15 de la ruta… https://t.co/X7jWZ8Hohz",FALSE,1,NA,2019-10-18 17:34:08,TRUE,NA,"1185247705058164736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",0,FALSE,FALSE,NA,NA
"247","RT @amilcarmontejo: Villa Nueva, Guatemala.

Retiran camión colisionado en Bajada Villalobos. Dos gruas accionaron para habilitar #TraficoG…",FALSE,0,NA,2019-10-18 17:34:03,FALSE,NA,"1185247685873459201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scluisro",18,TRUE,FALSE,NA,NA
"248","@SantosDalia [#TRÁFICOGT] Se registra otro accidente de tránsito sobre el km 15 de la ruta al Pacífico. https://t.co/fPC31jGbOj",FALSE,7,"Guatevision_tv",2019-10-18 17:33:15,FALSE,"1185241745753280514","1185247483724750849","43971175","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",2,FALSE,FALSE,NA,NA
"249","RT @Guatevision_tv: [#TRÁFICOGT] @SantosDalia reporta fuerte accidente de #TráficoGT sobre el km 15 de la ruta al Pacífico, carriles con di…",FALSE,0,NA,2019-10-18 17:20:18,FALSE,NA,"1185244225862098945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SantosDalia",5,TRUE,FALSE,NA,NA
"250","[#TRÁFICOGT] @SantosDalia reporta fuerte accidente de #TráficoGT sobre el km 15 de la ruta al Pacífico, carriles co… https://t.co/u9TDlXjwVe",FALSE,43,NA,2019-10-18 17:10:27,TRUE,NA,"1185241745753280514",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",5,FALSE,FALSE,NA,NA
"251","RT @claudiaestradat: #TraficoGT manifestación frente a procuraduría de los derechos humanos 12 ave.  Y 13 calle zona 1 evite pasar por ahí.",FALSE,0,NA,2019-10-18 17:05:32,FALSE,NA,"1185240509754892288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TransitoCa",1,TRUE,FALSE,NA,NA
"252","#TraficoGT manifestación frente a procuraduría de los derechos humanos 12 ave.  Y 13 calle zona 1 evite pasar por ahí.",FALSE,1,NA,2019-10-18 16:54:50,FALSE,NA,"1185237816768450560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","claudiaestradat",1,FALSE,FALSE,NA,NA
"253","#TraficoGT a cualquier hora",FALSE,0,NA,2019-10-18 16:27:23,FALSE,NA,"1185230907134959618",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Urusaki_",0,FALSE,FALSE,NA,NA
"254","RT @amilcarmontejo: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la a…",FALSE,0,NA,2019-10-18 16:24:28,FALSE,NA,"1185230173316243456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","g_santiz",10,TRUE,FALSE,NA,NA
"255","RT @amilcarmontejo: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la a…",FALSE,0,NA,2019-10-18 16:22:19,FALSE,NA,"1185229631605133314",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","MonitoringGuate",10,TRUE,FALSE,NA,NA
"256","RT @amilcarmontejo: Villa Nueva, Guatemala.

Retiran camión colisionado en Bajada Villalobos. Dos gruas accionaron para habilitar #TraficoG…",FALSE,0,NA,2019-10-18 16:14:04,FALSE,NA,"1185227556666167299",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rl_ricci",18,TRUE,FALSE,NA,NA
"257","RT @cadenainfogt: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la ave…",FALSE,0,NA,2019-10-18 16:04:13,FALSE,NA,"1185225078352560128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alkatra3136",1,TRUE,FALSE,NA,NA
"258","RT @amilcarmontejo: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la a…",FALSE,0,NA,2019-10-18 16:03:05,FALSE,NA,"1185224792200359938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alkatra3136",10,TRUE,FALSE,NA,NA
"259","RT @amilcarmontejo: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la a…",FALSE,0,NA,2019-10-18 16:00:00,FALSE,NA,"1185224018091270151",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeCoolPink",10,TRUE,FALSE,NA,NA
"260","RT @amilcarmontejo: Villa Nueva, Guatemala.

Retiran camión colisionado en Bajada Villalobos. Dos gruas accionaron para habilitar #TraficoG…",FALSE,0,NA,2019-10-18 15:56:12,FALSE,NA,"1185223058610708480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alkatra3136",18,TRUE,FALSE,NA,NA
"261","RT @amilcarmontejo: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la a…",FALSE,0,NA,2019-10-18 15:37:56,FALSE,NA,"1185218463733866498",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hect_04",10,TRUE,FALSE,NA,NA
"262","Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a… https://t.co/1hiPIhgmoh",FALSE,2,NA,2019-10-18 15:19:27,TRUE,NA,"1185213812586221569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cadenainfogt",1,FALSE,FALSE,NA,NA
"263","#Tráficogt #ObrasPúblicas #PMTAntigua #TómeloenCuenta

TRAFICO: Debido a que es necesaria la pronta intervención po… https://t.co/ieUUhdERdD",FALSE,3,NA,2019-10-18 15:15:28,TRUE,NA,"1185212807882694656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","muniantigua",1,FALSE,FALSE,NA,NA
"264","RT @prensa_libre: #NoMásViolencia | Disparan contra motorista sobre la calzada San Juan, km 14.5, Mixco, reporta @amilcarmontejo. #TráficoG…",FALSE,0,NA,2019-10-18 15:15:03,FALSE,NA,"1185212704560222210",NA,"<a href=""https://noticiasguatemala2.com"" rel=""nofollow"">Pota APP</a>","NoticiasGT_",1,TRUE,FALSE,NA,NA
"265","RT @amilcarmontejo: Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a la a…",FALSE,0,NA,2019-10-18 15:13:04,FALSE,NA,"1185212204674670598",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","less_rodri",10,TRUE,FALSE,NA,NA
"266","[#TráficoGT] Disparan contra motorista en calzada San Juan, km 14.5 en Mixco, reporta @amilcarmontejo. https://t.co/YGCPn9ddu0",FALSE,1,NA,2019-10-18 15:11:35,FALSE,NA,"1185211831620689921",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Guatevision_tv",1,FALSE,FALSE,NA,NA
"267","Le disparan a motorista en calzada San Juan, km 14.5 Mixco.

En su intento de evitar ser baleado, intentó llegar a… https://t.co/46lNVlbACj",FALSE,31,NA,2019-10-18 15:11:22,TRUE,NA,"1185211776285237248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amilcarmontejo",10,FALSE,FALSE,NA,NA
"268","#NoMásViolencia | Disparan contra motorista sobre la calzada San Juan, km 14.5, Mixco, reporta @amilcarmontejo.… https://t.co/8PZ2X1CDJg",FALSE,11,NA,2019-10-18 15:10:54,TRUE,NA,"1185211661671686144",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","prensa_libre",1,FALSE,FALSE,NA,NA
"269","RT @amilcarmontejo: Villa Nueva, Guatemala.

Retiran camión colisionado en Bajada Villalobos. Dos gruas accionaron para habilitar #TraficoG…",FALSE,0,NA,2019-10-18 14:48:59,FALSE,NA,"1185206143670538251",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DJ_FRED2011",18,TRUE,FALSE,NA,NA
"270","RT @prensa_libre: #URGENTE | Camión con problemas en el sistema de frenos provoca accidente de #TráficoGT en la bajada de #Villalobos sobre…",FALSE,0,NA,2019-10-18 14:44:40,FALSE,NA,"1185205056326586369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PinEstrada2",9,TRUE,FALSE,NA,NA
